Cell_ID,true_label,canonical_fold,Section_ID,hard_bucket,lzh_pred,wyh_pred,s0_pred,sni_pred,h1_trigger,h2_trigger,h3_trigger,lzh_correct,s0_correct,sni_correct
2707604700177100040,oligodendrocyte_2,3,0415_M2_T,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,False,True,True,False,False
2787445900245100152,oligodendrocyte_2,4,0503_F5_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2795584800088100011,oligodendrocyte_1,1,0610_F3_T,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2795903600320100064,oligodendrocyte_progenitor_2,2,0613_M4_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2787445900826100009,oligodendrocyte_progenitor_2,2,0503_F3_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2787889600355100079,oligodendrocyte_progenitor_2,0,0503_M4_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,False,False,True
2796212800715100159,oligodendrocyte_progenitor_2,2,0613_F3_T,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2707604800340100075,oligodendrocyte_progenitor_2,0,0415_M1_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2787445900207100232,oligodendrocyte_2,4,0503_F5_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2796212800585100162,oligodendrocyte_1,2,0613_F3_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2707604700338100114,oligodendrocyte_1,1,0415_M2_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2707737900113100018,oligodendrocyte_progenitor_2,1,0415_F1_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2707604000039100163,oligodendrocyte_1,3,0415_M3_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2796212800461200087,oligodendrocyte_1,2,0613_F4_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,True,False,False,True,False,False
2656143800442200162,oligodendrocyte_progenitor_2,1,0328_M3_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2795584800227100019,oligodendrocyte_1,2,0610_F3_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_1,False,True,False,False,True,True
2796212800364200078,oligodendrocyte_progenitor_2,3,0613_F4_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2787445900210100014,astrocyte_2,1,0503_F5_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,False,False,False
2795584800711100172,oligodendrocyte_progenitor_2,0,0610_F5_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,True,False,False,False,True,True
2726543700099100133,oligodendrocyte_progenitor_2,1,0422_M3_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2795103300178100151,oligodendrocyte_1,1,0610_M4_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_1,False,True,False,False,True,True
2795584800167100132,oligodendrocyte_1,2,0610_F3_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2707604700060100196,oligodendrocyte_1,0,0415_M2_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2945606900000014812,oligodendrocyte_progenitor_2,4,0328_F1_T,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2787445900328100174,oligodendrocyte_progenitor_2,0,0503_F4_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,False,False,True
2787445900210100079,oligodendrocyte_1,3,0503_F5_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,True,False,False,True,False,False
2795584800139100144,microglia,4,0610_F3_S,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,False
2945606900000029531,oligodendrocyte_1,3,0328_F1_S,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2796212801008100053,oligodendrocyte_2,1,0613_F3_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2946331700000020347,oligodendrocyte_progenitor_2,4,0415_F2_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2707604000136100065,oligodendrocyte_2,4,0415_M3_T,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2707604000072100079,oligodendrocyte_2,3,0415_M3_L,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2795584800237100106,endothelial,4,0610_F3_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,False,False
2707737900008100185,oligodendrocyte_progenitor_2,4,0415_F1_S,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2656143800153100155,oligodendrocyte_progenitor_2,2,0328_M3_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2656144300108100177,oligodendrocyte_2,0,0328_F2_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2787889600058100074,oligodendrocyte_1,0,0503_M5_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2726542200026100134,oligodendrocyte_1,0,0422_M1_S,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2796212800919100095,oligodendrocyte_1,0,0613_F4_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2796212800913100297,oligodendrocyte_progenitor_2,4,0613_F3_C,True,oligodendrocyte_1,oligodendrocyte_1,MV_in_Chrna2,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2796212800747100097,oligodendrocyte_1,3,0613_F3_T,True,oligodendrocyte_1,oligodendrocyte_1,DM_ex_Zfhx3,oligodendrocyte_progenitor_2,True,False,False,True,False,False
2726562700257100091,oligodendrocyte_1,2,0422_F2_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2656143800217200104,oligodendrocyte_progenitor_2,1,0328_M3_T,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2787889600167100034,oligodendrocyte_2,1,0503_M5_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2796212800913100146,oligodendrocyte_1,2,0613_F3_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2795584800671100252,oligodendrocyte_1,1,0610_F5_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2787445900587100057,oligodendrocyte_2,3,0503_F3_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,False,False
2707604000099100034,oligodendrocyte_2,4,0415_M3_L,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2796212800951100097,oligodendrocyte_1,1,0613_F4_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2795903600323100066,astrocyte_2,0,0613_M4_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_1,False,True,False,False,False,False
