Cell_ID,true_label,predicted_label,fold
2656144900537200153,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2707737900099100094,astrocyte_1,astrocyte_1,0
2796212800462100157,astrocyte_1,microglia,0
2787889600480100113,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2787889600194100119,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2795903600143100135,astrocyte_1,astrocyte_1,0
2795103300200100048,astrocyte_2,astrocyte_1,0
2787445900205100076,microglia,oligodendrocyte_1,1
2795903600641100188,astrocyte_1,astrocyte_1,0
2787445900837100051,Schwann_cell,Schwann_cell,2
2795584800124100044,astrocyte_1,astrocyte_1,2
2707604800142100150,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,0
2796212800362100078,oligodendrocyte_progenitor_2,astrocyte_2,2
2787445900756100063,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2707604700068100182,astrocyte_1,astrocyte_1,1
2946331700000017329,oligodendrocyte_1,endothelial,0
2796212800631100018,oligodendrocyte_precursor_cell,astrocyte_1,0
2707604700272100141,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2945606900000003612,endothelial,endothelial,0
2787889600384100095,astrocyte_1,astrocyte_1,1
2787889600196100090,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,0
2946331700000000304,astrocyte_1,astrocyte_1,0
2656144900237100079,oligodendrocyte_progenitor_1,oligodendrocyte_progenitor_1,1
2787889600481100192,oligodendrocyte_1,oligodendrocyte_progenitor_2,1
2795903600410100025,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,0
2707604000055100048,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2795903600541100227,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2656144900211100045,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,2
2946331700000010986,microglia,microglia,1
2787445900771100033,meninges_1,oligodendrocyte_progenitor_2,2
2707737900047100174,endothelial,endothelial,2
2795103300121100090,astrocyte_1,astrocyte_2,2
2795103300298100028,oligodendrocyte_2,oligodendrocyte_2,0
2787445900322100059,endothelial,oligodendrocyte_2,1
2726543700195100105,oligodendrocyte_1,endothelial,0
2787889600422100129,oligodendrocyte_2,oligodendrocyte_2,1
2795584800472100176,meninges_1,meninges_2,0
2656144900583100141,oligodendrocyte_progenitor_2,meninges_1,0
2707737900095200015,meninges_2,endothelial,0
2787889600450100068,astrocyte_1,astrocyte_1,2
2796212800109100153,endothelial,endothelial,1
2787445900550100265,oligodendrocyte_2,oligodendrocyte_2,1
2787889600160100005,Schwann_cell,Schwann_cell,0
2787889600580100140,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,2
2787445900358100017,oligodendrocyte_2,oligodendrocyte_2,0
2796212800249100014,oligodendrocyte_progenitor_1,oligodendrocyte_precursor_cell,2
2656144900033100041,meninges_1,meninges_1,2
2787889600165100015,oligodendrocyte_2,astrocyte_1,0
2707604000042100196,microglia,microglia,0
2787889600055100062,oligodendrocyte_2,oligodendrocyte_2,2
2795903600158100065,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2707604700316100053,pericyte,oligodendrocyte_progenitor_2,0
2795584800435100149,astrocyte_1,astrocyte_1,2
2787445900434100147,oligodendrocyte_2,oligodendrocyte_2,1
2787889600545100073,astrocyte_1,astrocyte_1,1
2795103300411100201,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2656144300149200031,oligodendrocyte_2,oligodendrocyte_2,1
2796212800626200036,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2787889600348100027,endothelial,endothelial,0
2946331700000012393,astrocyte_1,astrocyte_2,0
2795584800222100035,oligodendrocyte_2,oligodendrocyte_2,1
2787889600384100081,oligodendrocyte_2,oligodendrocyte_2,2
2707737900132100054,astrocyte_1,astrocyte_1,1
2707604700365100101,oligodendrocyte_1,oligodendrocyte_2,2
2787445900173100064,astrocyte_2,astrocyte_1,0
2656144900264100063,oligodendrocyte_progenitor_2,endothelial,0
2787445900581100192,oligodendrocyte_2,oligodendrocyte_2,1
2787445900588100088,astrocyte_2,oligodendrocyte_progenitor_2,2
2787445900253100357,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2796212800888100108,astrocyte_1,astrocyte_1,1
2787445900090100195,astrocyte_1,astrocyte_1,2
2787445900060100046,oligodendrocyte_2,oligodendrocyte_progenitor_2,0
2795103300411100067,astrocyte_1,astrocyte_1,1
2795103300119100042,endothelial,endothelial,1
2787445900401100076,endothelial,endothelial,2
2656144900211200036,oligodendrocyte_2,oligodendrocyte_2,1
2796212800822100176,oligodendrocyte_1,oligodendrocyte_progenitor_2,0
2707604800343100130,oligodendrocyte_1,oligodendrocyte_progenitor_2,1
2656144900503100201,microglia,microglia,2
2707604800406100019,oligodendrocyte_progenitor_2,oligodendrocyte_2,0
2796212800880100212,endothelial,endothelial,0
2656144900557100089,astrocyte_1,astrocyte_1,2
2787445900285100188,astrocyte_1,astrocyte_1,2
2787445900660100100,oligodendrocyte_1,oligodendrocyte_1,0
2787445900224100171,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2707737900113100105,endothelial,endothelial,2
2707604700272100172,astrocyte_1,astrocyte_1,1
2656144900537100175,astrocyte_1,astrocyte_1,1
2787889600360100199,astrocyte_1,astrocyte_1,1
2787445900173100034,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2795584800700100066,oligodendrocyte_2,oligodendrocyte_2,1
2787889600194100079,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2795584800382100241,oligodendrocyte_1,oligodendrocyte_progenitor_2,2
2656144900324100039,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,1
2787445900353100090,astrocyte_1,astrocyte_1,2
2656143800029100143,astrocyte_1,oligodendrocyte_progenitor_2,0
2707604700342100033,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2707604700082100067,astrocyte_1,astrocyte_1,2
2946331700000021737,Schwann_cell,Schwann_cell,1
2707604800240100095,oligodendrocyte_progenitor_2,oligodendrocyte_1,0
2787445900387100061,oligodendrocyte_2,oligodendrocyte_2,0
2795903600408100072,oligodendrocyte_2,oligodendrocyte_2,0
2656144900585100136,endothelial,endothelial,2
2787445900284100038,astrocyte_1,astrocyte_1,2
2795903600589100109,oligodendrocyte_progenitor_1,oligodendrocyte_precursor_cell,2
2656143800395100049,astrocyte_1,astrocyte_1,2
2787445900130200072,astrocyte_2,oligodendrocyte_progenitor_2,0
2787889600348100180,oligodendrocyte_precursor_cell,oligodendrocyte_progenitor_2,1
2796212800792100086,meninges_1,meninges_1,1
2787445900357100007,astrocyte_2,astrocyte_2,0
2707737900075100161,endothelial,pericyte,1
2787889600097100071,oligodendrocyte_progenitor_2,astrocyte_2,1
2787445900645100103,meninges_1,meninges_1,1
2796212800373100067,astrocyte_2,astrocyte_2,1
2707604700248100266,oligodendrocyte_precursor_cell,oligodendrocyte_progenitor_2,1
2656144900298100117,oligodendrocyte_2,oligodendrocyte_2,0
2707737900045100046,endothelial,endothelial,2
2946331700000007362,oligodendrocyte_progenitor_2,astrocyte_1,2
2795584800123100172,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2707604800034100108,astrocyte_1,astrocyte_1,2
2946331700000013084,meninges_1,meninges_1,0
2787889600231100070,oligodendrocyte_progenitor_1,oligodendrocyte_precursor_cell,1
2656144300147100136,astrocyte_1,astrocyte_2,2
2795584800136100120,oligodendrocyte_1,oligodendrocyte_2,0
2656144300148100103,oligodendrocyte_1,oligodendrocyte_progenitor_2,1
2796212800333100156,astrocyte_2,astrocyte_2,1
2945606900000005485,endothelial,astrocyte_2,0
2795584800493100084,astrocyte_1,astrocyte_2,1
2787445900500100017,oligodendrocyte_progenitor_2,oligodendrocyte_2,0
2787889600482100046,oligodendrocyte_1,oligodendrocyte_1,2
2707737900114100111,oligodendrocyte_2,oligodendrocyte_progenitor_2,1
2726543700432100217,oligodendrocyte_1,oligodendrocyte_1,2
2795903600696100115,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2795584800167100121,astrocyte_1,astrocyte_1,1
2795584800385200012,endothelial,oligodendrocyte_progenitor_2,1
2945606900000000710,meninges_2,meninges_2,2
2787445900088100188,astrocyte_1,astrocyte_1,0
2946331700000000856,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2656144900352100124,oligodendrocyte_progenitor_2,oligodendrocyte_2,2
2656144900315100221,astrocyte_1,astrocyte_2,1
2787889600443100119,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2787445900290100129,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2787889600098100070,astrocyte_2,astrocyte_2,1
2945606900000016901,pericyte,astrocyte_1,1
2707604000126100220,Schwann_cell,Schwann_cell,0
2787445900356100068,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2946331700000019958,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2795584800224100106,astrocyte_1,astrocyte_1,2
2787889600056100086,astrocyte_1,astrocyte_2,0
2787445900250100110,oligodendrocyte_2,oligodendrocyte_2,0
2796212801012100215,oligodendrocyte_precursor_cell,astrocyte_1,2
2656144900247100055,peripheral_glia,endothelial,1
2795903600141100184,oligodendrocyte_progenitor_2,oligodendrocyte_2,0
2787889600380100057,oligodendrocyte_2,oligodendrocyte_2,0
2787889600058100136,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2946331700000016267,oligodendrocyte_1,oligodendrocyte_progenitor_2,2
2795103300381100258,astrocyte_1,astrocyte_1,2
2787445900546100037,oligodendrocyte_2,oligodendrocyte_2,0
2795584800385100283,astrocyte_1,astrocyte_1,1
2707604800424100059,astrocyte_1,astrocyte_1,0
2656144900350100058,astrocyte_1,astrocyte_1,1
2946331700000010890,microglia,endothelial,1
2795903600185100124,oligodendrocyte_progenitor_2,oligodendrocyte_1,1
2656144900641100255,oligodendrocyte_1,oligodendrocyte_progenitor_2,1
2787889600132100171,astrocyte_1,astrocyte_1,0
2796212800945100053,endothelial,oligodendrocyte_progenitor_2,2
2707604700085100026,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2795903600140100177,astrocyte_1,astrocyte_1,0
2726544600192100054,astrocyte_1,astrocyte_1,1
2787445900161200017,pericyte,endothelial,2
2795584800202100095,astrocyte_1,astrocyte_1,0
2707737900036100040,oligodendrocyte_2,oligodendrocyte_2,2
2656143800189100068,oligodendrocyte_2,oligodendrocyte_progenitor_2,0
2707604800402100006,oligodendrocyte_progenitor_2,endothelial,2
2726543700434100081,oligodendrocyte_1,oligodendrocyte_progenitor_2,0
2656144900351200123,oligodendrocyte_1,astrocyte_1,1
2796212800174100040,astrocyte_2,oligodendrocyte_2,1
2787889600384100079,oligodendrocyte_progenitor_2,oligodendrocyte_1,0
2787889600360100172,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2795584800353100107,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2656143800192100069,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2707737900036100042,astrocyte_2,oligodendrocyte_progenitor_2,2
2726562700119100130,oligodendrocyte_1,oligodendrocyte_1,1
2796212800625100073,endothelial,endothelial,1
2795103300219100123,meninges_3,meninges_2,2
2787445900365100131,pericyte,astrocyte_1,0
2656144900541100114,oligodendrocyte_progenitor_2,endothelial,2
2796212800176100149,astrocyte_1,astrocyte_1,0
2787445900616100005,meninges_1,meninges_1,1
2796212801076100050,meninges_1,meninges_1,0
2796212800913100278,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2707737900077100049,endothelial,endothelial,1
2787445900397100099,endothelial,endothelial,1
2787445900361100272,oligodendrocyte_2,oligodendrocyte_progenitor_2,2
2787889600360100127,astrocyte_1,astrocyte_2,2
2796212800377100126,endothelial,endothelial,2
2707604700132200249,oligodendrocyte_progenitor_2,oligodendrocyte_2,2
2656144900190100207,astrocyte_1,astrocyte_1,2
2787445900326100073,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2795103300344100018,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2795103300330100098,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,2
2787445900761100117,astrocyte_1,astrocyte_1,0
2707604700155100019,oligodendrocyte_precursor_cell,oligodendrocyte_progenitor_2,0
2656144900262100025,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2726544200036100086,oligodendrocyte_1,oligodendrocyte_1,2
2795584800702100110,oligodendrocyte_2,oligodendrocyte_2,1
2787445900125100020,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2707604000070100247,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2726544200070100057,oligodendrocyte_1,astrocyte_2,2
2795903600462100044,astrocyte_1,astrocyte_1,2
2946331700000000278,oligodendrocyte_2,oligodendrocyte_2,1
2787889600277100068,meninges_2,meninges_3,0
2796212800395100045,oligodendrocyte_1,oligodendrocyte_progenitor_2,2
2795584800241100099,astrocyte_1,astrocyte_1,2
2787445900255100026,meninges_1,meninges_1,1
2795903600616100043,microglia,oligodendrocyte_1,1
2707737900098100063,astrocyte_1,astrocyte_1,2
2787445900657100203,oligodendrocyte_progenitor_2,oligodendrocyte_1,0
2707604800059100116,endothelial,endothelial,1
2656143800154100107,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2795903600143100345,oligodendrocyte_1,astrocyte_1,0
2656143800129100095,astrocyte_1,astrocyte_1,2
2656144900583100130,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,1
2795103300417100019,astrocyte_2,astrocyte_2,1
2795584800715100014,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2707604700247100078,astrocyte_1,astrocyte_1,2
2707604700133100078,oligodendrocyte_1,oligodendrocyte_2,1
2656143800080100045,oligodendrocyte_2,oligodendrocyte_2,0
2796212800298100123,astrocyte_2,astrocyte_2,0
2787889600386100025,astrocyte_1,astrocyte_1,1
2787445900693200024,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2795103300029100113,oligodendrocyte_progenitor_1,oligodendrocyte_precursor_cell,0
2787445900716100220,astrocyte_1,astrocyte_1,1
2707737900131100132,oligodendrocyte_2,oligodendrocyte_2,0
2787445900359100176,astrocyte_1,oligodendrocyte_progenitor_2,0
2787445900326100236,oligodendrocyte_2,oligodendrocyte_2,0
2787445900262100075,astrocyte_1,astrocyte_1,1
2795103300144100118,astrocyte_1,astrocyte_1,1
2787889600129100055,astrocyte_1,astrocyte_1,1
2707604700038100142,astrocyte_2,astrocyte_1,1
2796212800489100071,astrocyte_1,astrocyte_1,0
2726544600193200110,oligodendrocyte_1,oligodendrocyte_1,0
2787445900200100196,oligodendrocyte_2,oligodendrocyte_2,0
2795903600642100147,astrocyte_1,astrocyte_1,0
2945606900000003472,endothelial,endothelial,0
2796212800887100077,endothelial,endothelial,1
2795584800136100155,astrocyte_2,astrocyte_1,1
2787445900860100172,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2707604700012100099,oligodendrocyte_1,oligodendrocyte_1,1
2787889600231100247,endothelial,endothelial,1
2795584800137200073,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2656143800054100097,oligodendrocyte_1,oligodendrocyte_progenitor_2,2
2787889600512100128,astrocyte_2,astrocyte_2,1
2787445900242100087,oligodendrocyte_1,oligodendrocyte_progenitor_2,0
2656144300123100021,astrocyte_2,oligodendrocyte_1,2
2707737900048100079,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2787445900582100108,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2946331700000017600,oligodendrocyte_progenitor_2,endothelial,1
2787889600416100118,oligodendrocyte_2,oligodendrocyte_2,1
2707604000155100034,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2787445900363100042,astrocyte_1,oligodendrocyte_precursor_cell,0
2787445900401100112,astrocyte_1,oligodendrocyte_progenitor_2,0
2707604000041100057,endothelial,endothelial,2
2795103300189100043,oligodendrocyte_2,oligodendrocyte_progenitor_2,0
2656144900541100117,astrocyte_1,astrocyte_1,2
2787445900303200013,oligodendrocyte_1,oligodendrocyte_1,2
2656144300125100270,oligodendrocyte_1,oligodendrocyte_1,2
2796212800329100152,oligodendrocyte_progenitor_2,oligodendrocyte_1,1
2787445900399100183,oligodendrocyte_2,oligodendrocyte_2,1
2787445900329100048,meninges_1,meninges_1,2
2656143800190100162,astrocyte_1,astrocyte_1,1
2946331700000006711,oligodendrocyte_2,oligodendrocyte_2,2
2787889600516100044,oligodendrocyte_1,oligodendrocyte_2,0
2707604800082100050,oligodendrocyte_2,oligodendrocyte_2,1
2795584800435100333,astrocyte_1,astrocyte_1,0
2787889600410100130,astrocyte_1,oligodendrocyte_1,1
2787445900290100088,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2787445900396100255,astrocyte_1,oligodendrocyte_1,1
2796212800919100069,oligodendrocyte_1,oligodendrocyte_1,2
2656144900186200096,astrocyte_1,astrocyte_1,2
2787889600057100207,microglia,astrocyte_1,1
2787889600165100140,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2707604800141100064,endothelial,endothelial,0
2787445900584100082,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2787445900618100086,endothelial,astrocyte_1,2
2795584800660100134,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2656143800104100188,astrocyte_1,astrocyte_1,2
2707604800321100160,oligodendrocyte_2,oligodendrocyte_2,0
2787445900659100089,pericyte,oligodendrocyte_progenitor_2,2
2656144300188100231,oligodendrocyte_2,oligodendrocyte_2,1
2945606900000006766,oligodendrocyte_precursor_cell,astrocyte_1,2
2656144300195100054,astrocyte_2,astrocyte_2,2
2707604700367100018,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2787889600131100100,endothelial,endothelial,2
2946331700000010664,oligodendrocyte_1,oligodendrocyte_1,0
2787889600424100078,oligodendrocyte_2,oligodendrocyte_2,0
2656143800130100125,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2795103300131100028,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2707604800341100216,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2656144900530100054,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2656143800215100166,astrocyte_1,astrocyte_1,1
2656144900609100198,astrocyte_1,astrocyte_1,2
2796212801048100215,meninges_1,meninges_1,1
2707604700221100061,oligodendrocyte_2,oligodendrocyte_2,0
2707604800222100025,Schwann_cell,Schwann_cell,1
2787445900263100160,astrocyte_1,astrocyte_1,0
2707604700059100142,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2787445900789100118,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2795584800166100073,oligodendrocyte_1,oligodendrocyte_1,0
2787445900359100085,oligodendrocyte_progenitor_2,oligodendrocyte_2,1
2795903600166100037,oligodendrocyte_progenitor_2,astrocyte_2,0
2795584800456100071,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2787445900130100046,oligodendrocyte_progenitor_2,meninges_1,1
2795103300312100055,oligodendrocyte_2,oligodendrocyte_2,1
2707604000140100290,astrocyte_1,astrocyte_1,0
2796212801010100021,oligodendrocyte_1,oligodendrocyte_1,2
2656144900475100049,oligodendrocyte_2,oligodendrocyte_2,0
2656144900086100214,oligodendrocyte_progenitor_2,oligodendrocyte_2,2
2787445900232100046,oligodendrocyte_progenitor_2,oligodendrocyte_1,0
2787445900087100097,endothelial,oligodendrocyte_progenitor_2,0
2707604800081100138,astrocyte_1,astrocyte_1,2
2787445900597100166,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2707604800056100070,astrocyte_1,astrocyte_1,0
2726544200049100135,oligodendrocyte_1,oligodendrocyte_1,1
2796212800978100024,astrocyte_1,astrocyte_1,0
2787445900654100050,oligodendrocyte_progenitor_2,oligodendrocyte_2,2
2787445900328100066,oligodendrocyte_2,oligodendrocyte_2,2
2787445900285100127,oligodendrocyte_progenitor_2,oligodendrocyte_1,2
2707604000138100161,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2707604800099100069,endothelial,endothelial,1
2946331700000004620,endothelial,astrocyte_1,1
2656144900085100196,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2787445900752100090,oligodendrocyte_1,oligodendrocyte_1,2
2787445900199100016,astrocyte_1,astrocyte_1,2
2795103300366100035,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2787445900297100022,oligodendrocyte_progenitor_2,oligodendrocyte_1,0
2787445900764100034,meninges_2,meninges_1,2
2795103300332100123,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2656144300164100132,astrocyte_1,astrocyte_1,2
2656144300082100094,meninges_1,meninges_1,1
2796212801012100179,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2787889600277100011,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2795903600437100233,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2795903600114100055,oligodendrocyte_1,astrocyte_1,0
2656143800055100071,oligodendrocyte_2,oligodendrocyte_2,0
2787445900662100044,oligodendrocyte_2,oligodendrocyte_2,2
2945606900000028825,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2656144900085100215,oligodendrocyte_progenitor_2,oligodendrocyte_1,0
2796212800600100243,oligodendrocyte_1,oligodendrocyte_progenitor_2,1
2787445900657100164,oligodendrocyte_progenitor_2,oligodendrocyte_1,1
2707604800059100109,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2707604700367100107,oligodendrocyte_progenitor_2,oligodendrocyte_precursor_cell,2
2656144900273100100,Schwann_cell,peripheral_glia,1
2795903600186100093,astrocyte_2,oligodendrocyte_2,0
2707604700387100208,oligodendrocyte_2,oligodendrocyte_2,1
2707604800404100075,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2796212800585100243,oligodendrocyte_1,oligodendrocyte_1,1
2795584800419100041,oligodendrocyte_1,endothelial,2
2795903600427100241,oligodendrocyte_progenitor_2,astrocyte_2,0
2787889600483100128,oligodendrocyte_2,oligodendrocyte_2,0
2656144900421100171,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,0
2787445900225100147,astrocyte_1,astrocyte_1,0
2787889600444100097,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2787445900790100022,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2946331700000014384,oligodendrocyte_2,oligodendrocyte_2,2
2707737900059100120,oligodendrocyte_1,oligodendrocyte_progenitor_2,1
2787445900396100248,oligodendrocyte_precursor_cell,oligodendrocyte_progenitor_1,0
2795584800750100007,astrocyte_2,astrocyte_2,1
2787889600353100068,astrocyte_1,astrocyte_1,0
2796212800880100058,astrocyte_1,oligodendrocyte_progenitor_2,2
2795584800679100065,oligodendrocyte_2,oligodendrocyte_2,1
2787889600093100285,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2707604800162100105,oligodendrocyte_2,oligodendrocyte_progenitor_2,2
2796212800212100008,astrocyte_2,astrocyte_2,2
2787889600058100092,endothelial,endothelial,2
2945606900000016928,oligodendrocyte_progenitor_2,oligodendrocyte_1,2
2787445900287100091,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2796212800855100114,endothelial,oligodendrocyte_1,1
2795903600489200147,oligodendrocyte_1,oligodendrocyte_progenitor_2,1
2787445900581100044,endothelial,endothelial,0
2707604000155100192,astrocyte_1,astrocyte_1,0
2656144900589100058,astrocyte_1,astrocyte_1,0
2945606900000008179,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2656144900609100037,oligodendrocyte_2,oligodendrocyte_2,0
2795103300347100043,oligodendrocyte_2,oligodendrocyte_2,2
2787889600545100042,oligodendrocyte_progenitor_2,oligodendrocyte_2,2
2796212800880100075,oligodendrocyte_progenitor_1,oligodendrocyte_progenitor_1,0
2787445900224100054,oligodendrocyte_2,oligodendrocyte_2,2
2795903600515100071,endothelial,oligodendrocyte_1,0
2726544600002100163,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,0
2795584800239100131,oligodendrocyte_2,oligodendrocyte_2,1
2787445900265100225,oligodendrocyte_2,oligodendrocyte_2,1
2787445900659200073,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2787445900204100036,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2656144900378100145,astrocyte_1,astrocyte_1,0
2795584800122100023,endothelial,oligodendrocyte_progenitor_2,0
2787445900134100111,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2787889600095100150,oligodendrocyte_1,oligodendrocyte_2,2
2787445900761200150,ependymal,ependymal,2
2707604800037100020,oligodendrocyte_1,oligodendrocyte_2,1
2787445900617100165,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2796212800364100056,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2796212800921100093,oligodendrocyte_1,oligodendrocyte_1,1
2796212800462100027,oligodendrocyte_1,oligodendrocyte_progenitor_2,0
2787445900167100081,oligodendrocyte_2,oligodendrocyte_2,1
2787445900726100247,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2795903600353100272,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2787445900774200005,meninges_1,meninges_2,0
2707604700201100053,oligodendrocyte_progenitor_2,oligodendrocyte_2,2
2796212800562100175,astrocyte_2,oligodendrocyte_2,0
2787445900824100123,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2656144900480100148,oligodendrocyte_1,oligodendrocyte_1,0
2945606900000001645,astrocyte_1,astrocyte_1,0
2795103300377100032,astrocyte_1,astrocyte_1,1
2796212800714100218,astrocyte_1,astrocyte_2,0
2796212800594100237,astrocyte_1,astrocyte_1,2
2787445900427100114,oligodendrocyte_2,oligodendrocyte_2,2
2946331700000018728,oligodendrocyte_1,oligodendrocyte_1,0
2787445900434100066,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2656144900113100155,astrocyte_1,astrocyte_1,0
2707604700362100104,pericyte,pericyte,1
2787445900804100164,endothelial,endothelial,2
2796212800109100030,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2795584800446100145,oligodendrocyte_precursor_cell,endothelial,1
2707604700227100028,oligodendrocyte_2,oligodendrocyte_2,0
2707604000095200011,astrocyte_2,astrocyte_2,1
2795584800185100220,oligodendrocyte_precursor_cell,oligodendrocyte_progenitor_1,2
2707604700365100206,oligodendrocyte_precursor_cell,endothelial,1
2795903600346100148,oligodendrocyte_progenitor_2,oligodendrocyte_1,1
2787445900550100290,astrocyte_1,astrocyte_1,0
2707604000041100205,endothelial,endothelial,0
2795103300161100219,astrocyte_1,astrocyte_1,2
2707737900021100021,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2707604700059100025,oligodendrocyte_precursor_cell,astrocyte_1,2
2656144900589100173,astrocyte_1,astrocyte_1,1
2795903600489100136,oligodendrocyte_2,oligodendrocyte_2,1
2946331700000021582,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2796212800849100193,oligodendrocyte_2,oligodendrocyte_2,1
2945606900000000578,meninges_1,meninges_1,1
2795584800412100093,endothelial,oligodendrocyte_progenitor_2,1
